text,quoted_text
"b'Kit quarentena: chocolate, Doritos, s\xc3\xa9rie e masturba\xc3\xa7\xc3\xa3o'",
b'Desisto de fazer qualquer coisa nessa internet',
b'Que internet bostaaaaaa n\xc3\xa3o consigo fazer nadaaaaa',
b'Ah. Fiquei menstruada.\nIsso explica o tes\xc3\xa3o exagerado e a vontade incontrol\xc3\xa1vel de comer doce.',
"b'eu tenho medo de trov\xc3\xa3o. do trov\xc3\xa3o mesmo, n\xc3\xa3o do raio.'",
b'Vou estudar',
"b'Algu\xc3\xa9m t\xc3\xa1 a fim de flertar por\xc3\xa9m sem interesse real s\xc3\xb3 pra gente alimentar uma coisa que nunca vai existir, que \xc3\xa9 b\xe2\x80\xa6 https://t.co/49BUaa3bip'",
"b'Hoje at\xc3\xa9 agora corrigi tr\xc3\xaas reda\xc3\xa7\xc3\xb5es, fiz um plano de aula, assisti dois epis\xc3\xb3dios de B99 e comi um chocolate'",
b'T\xc3\xb4 comendo lasanha h\xc3\xa1 dois dias',
b'B99 SAIU S\xc3\x93 FIQUEI SABENDO AGORA\nPODE VIR QUARENTENA',
"b's\xc3\xb3 porque eu queria beijar vem esse inferno de corona.\nmas ao mesmo tempo eu n\xc3\xa3o iria beijar ningu\xc3\xa9m, s\xc3\xb3 ia ficar q\xe2\x80\xa6 https://t.co/hXh6b0Tl3U'",
b'N\xc3\xa3o acredito em signo mas se voc\xc3\xaa for de g\xc3\xaameos fique longe de mim',
b'primeiro amor: sagit\xc3\xa1rio \nnamoro mais longo: escorpi\xc3\xa3o\nm\xc3\xa3e: le\xc3\xa3o\npai: le\xc3\xa3o\npior relacionamento: g\xc3\xaameos\nmelhor relac\xe2\x80\xa6 https://t.co/y2QT6atG0g',b'primeiro amor: capric\xc3\xb3rnio\nnamoro mais longo: touro\nm\xc3\xa3e: c\xc3\xa2ncer\npai: touro\npior relacionamento: le\xc3\xa3o \nmelhor relaci\xe2\x80\xa6 https://t.co/doIGgTV2BU'
b'Eu apareci na psiquiatra depois de tr\xc3\xaas meses sumida e vcs precisavam ver a cara',
b'Minha boyzinha t\xc3\xa1 chorando com medo da gente trabalhando em lugar insalubre',
b'KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK O CARA TEM NOJO DE CHUPAR BUCETA https://t.co/x4I4YRlrFK',b'Botando boca em vagina kkkk e depois reclama dos chineses https://t.co/v5UXmUgjnk'
b'Estou jogando minecraft',
b'Algu\xc3\xa9m anima jogar Gartic?',
b'GENTE\n\nSou professora de reda\xc3\xa7\xc3\xa3o e at\xc3\xa9 o dia de amanh\xc3\xa3 vou me disponibilizar para ajudar/instruir GRATUITAMENTE est\xe2\x80\xa6 https://t.co/woMhGhGkXg',
b'A previs\xc3\xa3o pra estabilizar \xc3\xa9 em setembro gente kkkkkkkkkk ai socorro',
b'T\xc3\xb4 mais calma',
b'Minha m\xc3\xa3e: se esse trem piorar vamos juntar nossas coisas e ir pra fazenda',
b'Minha empresa vai colocar home office. T\xc3\xb4 at\xc3\xa9 vendo a merda que vai dar.',
b'Me comunico por emoji',
b'Algu\xc3\xa9m poderia me tranquilizar em rela\xc3\xa7\xc3\xa3o ao corona? Porque t\xc3\xb4 quase em p\xc3\xa2nico',
b'Acabei de ler uma declara\xc3\xa7\xc3\xa3o de amor que tinha mandioca no meio',
b'L\xc3\xa1 vamos n\xc3\xb3s pra empresa com mais de 10.000 funcion\xc3\xa1rios *que trabalham todos juntos* que ainda n\xc3\xa3o parou',
"b'Gente, minha m\xc3\xa3e foi fazer compra e voltou com metade das coisas que esperava comprar porque os animais est\xc3\xa3o estoc\xe2\x80\xa6 https://t.co/uN4RGF73lu'",
b'N\xc3\xa3o quero mais passar mal :((((',
b'Tem muitas partes boas no momento de transar sem ser o TRANSAR em si.\n\nQuando o cara tira a camisa\nQuando ele apert\xe2\x80\xa6 https://t.co/1M2e49fr7c',
b'L\xc3\xa1 vou eu \n\nHospital de novo',
b'Eh isso gente\nTem uma galera falando que o corona \xc3\xa9 uma inven\xc3\xa7\xc3\xa3o comunista.',
b'Exig\xc3\xaancias do exerc\xc3\xadcio:\n1. Ter t\xc3\xadtulo \n2. Ter entre 15 e 25 linhas\n\nAlunos:\nSem t\xc3\xadtulo \n10 linhas\n\nVOC\xc3\x8aS ME ODEIAM???????????',
b'Foda o aluno mandar mensagem de revis\xc3\xa3o de nota e quando voc\xc3\xaa vai corrigir a nota fica MUITO menor que a primeira corre\xc3\xa7\xc3\xa3o KKKK',
b'Essa irresponsabilidade afetiva \xc3\xa0s vezes leva as pessoas a lugares est\xc3\xbapidos. \xc3\x80svezes n\xc3\xa3o. Sempre.',
"b'Acho que t\xc3\xb4 t\xc3\xa3o acostumada a ver as pessoas irem embora que se aparecer algu\xc3\xa9m disposto a ficar, acho que quem desapareceria seria eu.'",
b'Descobri que um cara bateu o carro no poste e por isso que deu aquela descarga el\xc3\xa9trica do caralho de madrugada aqu\xe2\x80\xa6 https://t.co/Nxoz8cT5KT',
b'Minha sogra me mandando mensagens de bom dia e lindo domingo',
b'Role doa meus vizinhos tava t\xc3\xa3o doido que atacaram foco do fio de eletricidade n\xc3\xa3o sei como',
b'Inferno.\nN\xc3\xa3o aguento mais.',
b'UAU sim vc eh um ser t\xc3\xa3o evolu\xc3\xaddo por fazer terapia\nParab\xc3\xa9ns\nVoc\xc3\xaa \xc3\xa9 a pr\xc3\xb3pria XOXOTA do universo \nUau sim vc eh mes\xe2\x80\xa6 https://t.co/lmA20dlNju',
b'T\xc3\xb4 passando mal desde ontem',
b'T\xc3\xb4 passando mal',
b'Uma not\xc3\xadcia terr\xc3\xadvel pra um dia que deveria ser maravilhoso',
b'Eu saio da internet por 1 dia e:\n- D\xc3\xb3lar atingiu 5 conto\n- bolsonitro t\xc3\xa1 com coronavirus\n- babu parece que fez bost\xe2\x80\xa6 https://t.co/Ndzum0vpJT',
"b'T\xc3\xb4 com a minha mina. A gente n\xc3\xa3o namora, mas t\xc3\xb4 com ela. \xc3\x89 uma rela\xc3\xa7\xc3\xa3o bem leve, sem cobran\xc3\xa7as, sem r\xc3\xb3tulo. As pess\xe2\x80\xa6 https://t.co/OCPMDi8ZZb'",
"b'O tema da reda\xc3\xa7\xc3\xa3o era Inclus\xc3\xa3o de pessoas com defici\xc3\xaancia. \n\nA menina escreveu um texto  todo dizendo, basicamente,\xe2\x80\xa6 https://t.co/Ci4mkE6T4g'",
b'T\xc3\xb4 lembrando de uma vez que um ficante foi na porta da minha casa e os traficante brotar meu abordaram ele pergunta\xe2\x80\xa6 https://t.co/0uTVxRES7P',
b'Minha ora\xc3\xa7\xc3\xa3o deu certo.',
b'Tem dias que o Amon s\xc3\xb3 aparece e tem dias que eu convido. Hoje \xc3\xa9 um dos dias que ele t\xc3\xa1 por conta pr\xc3\xb3pria. \n\nE ele\xe2\x80\xa6 https://t.co/fGQtig3PVo',
b'Infelizmente meu tes\xc3\xa3o est\xc3\xa1 me levando para lados obscuros',
b'Preciso tirar esse peso de mim. Aceitando dicas de como relaxar',
b'Estou de t\xc3\xaanis no trabalho hoje. As pessoas acham engra\xc3\xa7ado quando uso t\xc3\xaanis porque eu s\xc3\xb3 uso salto.',
b'Sempre que uma ambul\xc3\xa2ncia passa por mim meu cora\xc3\xa7\xc3\xa3o aperta de tal forma...\nS\xc3\xb3 desejo sempre que tudo fique bem.',
b'Tem uma pessoa do passado que quando curte meus textos eu arrepio. Isso \xc3\xa9 o que?',
b'Hoje eu fiz uma ora\xc3\xa7\xc3\xa3o e eu nem sou religiosa',
"b'Eu me tornei o que eu jurei destruir: a escritora que odeia papo com qualquer pessoa, inclusive leitores \xc3\xa0s vezes.\xe2\x80\xa6 https://t.co/bx7o7K6e1y'",
"b'Galera de Uberl\xc3\xa2ndia que quer passar no Enem, o cursinho onde eu trabalho est\xc3\xa1 com vagas ABERTAS.\n\xc3\x89 uma oportunidad\xe2\x80\xa6 https://t.co/75ucUEDtBe'",
"b'""Quem vive de amor \xc3\xa9 dono de motel""\n\nkkkkk vcs s\xc3\xa3o engra\xc3\xa7ados \nE meio burros tb'",
b'\xc3\x89 muito ruim saber das coisas e ser obrigada a fingir que n\xc3\xa3o sabe. Mas eu sei que \xc3\xa9 melhor assim. S\xc3\xb3 que vai doer.',
b'Hoje vai ser um dia terr\xc3\xadvel. Deus me d\xc3\xaa for\xc3\xa7as. J\xc3\xa1 t\xc3\xb4 chorando por dentro.',
"b'Acho que s\xc3\xb3 hoje que fui ficar s\xc3\xb3bria desse fim de semana. Gente, eu nunca fiquei t\xc3\xa3o transtornada na minha vida. S\xc3\xa9rio.'",
b'Que del\xc3\xadcia voc\xc3\xaa entrar em um curso j\xc3\xa1 sabendo que vai desistir e pegar a vaga de quem quer muito \xf0\x9f\x98\x8d\xf0\x9f\x98\x99\xe2\x99\xa5',
b'Bom estar de volta na Universidade das gostosas',
"b'""Sua m\xc3\xa3e n\xc3\xa3o importa do seu cabelo ser vermelho?""\n\nMeu anjo, o cabelo da minha m\xc3\xa3e \xc3\xa9 rosa'",
"b""Eu: posto um texto extremamente triste falando de saudade e dist\xc3\xa2ncia \n\nLeitores: d\xc3\xa3o um 'haha' no post""",
b'Odeio o cheiro de l\xc3\xa1tex que a camisinha deixa na gente',
b'A minha boyzinha burguesa chamou o concierge dela pra levar um espumante pra mim',
b'Fiquei b\xc3\xaabada e sarrei minha supervisora',
b'Ontem os uber devem ter ficado assustados comigo',
b'Chorei no trampo',
b'Show me how to live',
b'beija eu beija eu beija eu me beija',
b'Ningu\xc3\xa9m do meu trabalho sabe pronunciar burguer king',
b'Algu\xc3\xa9m por favor me ajuda a aliviar os sintomas da rinite al\xc3\xa9rgica porque eu n\xc3\xa3o aguento mais',
b'Minha irm\xc3\xa3 ronca igual um porco',
b'Tem um antigo ditado chin\xc3\xaas que diz que pau que nasce torto nois senta mesmo assim',
b'Toda vez \xc3\xa9 essa bosta',
b'Meu tes\xc3\xa3o t\xc3\xa1 a mil',
b'Se o Amon visse isso ele provavelmente riria muito. O que \xc3\xa9 bem raro.',
"b'N\xc3\xa3o quero usar droga, quero usar um vestido bem bonito'",
b'Preciso desabafar',
b'Hoje fiquei abra\xc3\xa7adinha na crush',
b'Peidorreiro \xc3\xa9 uma palavra sincera e bem elaborada. Eu amo cultura.',
b'Minha conclus\xc3\xa3o \xc3\xa9 que meu cora\xc3\xa7\xc3\xa3o t\xc3\xa1 ardendo muito e machucadinho demais',
b'Todo mundo \xc3\xa9 rico nessa s\xc3\xa9rie',
b'J\xc3\xa1 chorei at\xc3\xa9 explodir',
b'N\xc3\xa3o vem tossir perto de mim n\xc3\xa3o',
"b'O Amon j\xc3\xa1 chegou, Ent\xc3\xa3o \xc3\xa9 isso.\n\nBoa noite.'",
b'Eu t\xc3\xb4 com medo. Tem muita coisa mal resolvida dentro de mim. Hoje \xc3\xa9 aquela noite que o Amon vai aparecer e eu vou d\xe2\x80\xa6 https://t.co/9zFcX39Mqt',
"b'Ah, fiquei triste.\nQue merda.\nQuero deitar e chorar.'",
b'Saudade de tomar chopp de vinho no Drag\xc3\xa3o do mar em Fortaleza',
b'Esses boatos nunca surgem atoa. ET sequestra vaca sim.',
b'Gente meu date foi INCR\xc3\x8dVEL',
"b'Passei no INFERNO da autoescola, c\xc3\xaas v\xc3\xa3o ter que me engolir empinando minha motinha'",
b'Quero ver Naruto tudo de novo',
"b'A pessoa pra querer sair comigo nesse meu estado de esp\xc3\xadrito de queimada igual um camar\xc3\xa3o e descascando ainda, tem que ter bastante coragem'",
"b'Aproveitem enquanto eu t\xc3\xb4 feliz pra me beijar, porque depois eu fico triste e mando todo mundo ir se foder boa noite'",
"b'Gente remarquei meu date com a boyzinha, agora vai'",
"b'Minha m\xc3\xa3e fez macarr\xc3\xa3o, nada mais importa'",
"b'Algu\xc3\xa9m afim de comer camar\xc3\xa3o hj? Pode vir aqui me comer se quiser, T\xc3\xb4 da cor de um'",
b'Queria um carinho',
"b'Hoje foi um dia t\xc3\xa3o bom. A\xc3\xad eu cheguei em casa, tomei um banho e desabei de chorar no chuveiro. Tem tristeza que parece que a gente guarda.'",
"b'N\xc3\xa3o consigo nomear o que eu sinto agora, ent\xc3\xa3o vou descrever: eu queria transar, vomitar, chorar, comer bolo, fazer\xe2\x80\xa6 https://t.co/nL4NGaQL5H'",
b'Ainda n\xc3\xa3o entendo se sistem\xc3\xa1tico \xc3\xa9 um elogio ou cr\xc3\xadtica',
b'Coisas que v\xc3\xa3o contribuir pra minha morte precoce:\n\n-Meu amor pelas pessoas;\n-Meu tes\xc3\xa3o infinito;\n-A desvaloriza\xc3\xa7\xc3\xa3o\xe2\x80\xa6 https://t.co/BQaYDuyajn',
b'O meu tes\xc3\xa3o vai me matar',
"b'Queria estar rebolando no colo do @\n\nJ\xc3\xa1 passou da meia noite, pode postar safadeza n\xc3\xa9?'",
"b'O cara foi dar em cima de mim e me deu uma PAMONHA\n\nAprendam, homens'",
b'Ai gente minha boyzinha \xc3\xa9 t\xc3\xa3o linda',
b'Passar o resto do meu Carnaval na beira da represa',
b'Metade tes\xc3\xa3o metade \xc3\xa1lcool',
b'Como \xc3\xa9 bom deitar pelada na minha cama depois de chapar',
b'Bloco de pexim foi bom demaisssssss',
b'Agora mesmo t\xc3\xb4 colando no bloco do pexim',
b'An\xc3\xa9m gente ela \xc3\xa9 linda demais',
b'Queria sair hoje e beijar at\xc3\xa9 passar mal \n\nMas muito trampo. Mas eu queria. Existe beijo a domic\xc3\xadlio? Algu\xc3\xa9m podia\xe2\x80\xa6 https://t.co/dkKejMkyHB',
b'T\xc3\xb4 adorando esse clima de flerte com a minha crush. Vamos sair amanh\xc3\xa3.',
"b'Meu primo cometeu suic\xc3\xaddio, vov\xc3\xb3 t\xc3\xa1 internada sem respirar\n\nFevereiro, acaba logo.'",
b'T\xc3\xa1 achando ruim? Sai da minha vida e n\xc3\xa3o enche meu saco.',
b'Eu n\xc3\xa3o t\xc3\xb4 nem acreditando que \xc3\xa9 rec\xc3\xadproco. Meu deus. Eu vo MORRE',
b'Blz galera mas vcs j\xc3\xa1 viram minha sobrancelha?????? https://t.co/W4LsK6Rvku',
b'A crush me chamou pra sair!!!!!!!!!!!',
"b'Fiz minha sobrancelha, agora sim t\xc3\xb4 bonita.'",
b'Uma farofinha temperada me deixa feliz demais',
"b'Recebi um elogio da governan\xc3\xa7a hoje, fam\xc3\xadlia \xf0\x9f\x91\x90\n\nP\xc3\xa9ssimo dia pra quem subestimou meu trabalho. T\xc3\xb4 chamando a aten\xc3\xa7\xc3\xa3o.'",
b'A melhor sensa\xc3\xa7\xc3\xa3o do mundo foi desabilitar o despertador da autoescola porque essa merda ACABOU!',
"b'Nossa eu preciso relaxar, vei. Eu odeio essa press\xc3\xa3o em cima de mim. Eu t\xc3\xb4 cansada.'",
b'Gosto do vinho bem gelado porque ele gela na boca e queima na garganta. Eu gosto de coisas que gelam. Mas adoro coi\xe2\x80\xa6 https://t.co/I6h8Tr2WgW',
"b'tomando um vinhozinho, corrigindo reda\xc3\xa7\xc3\xa3o e quase morrendo de alergia'",
b'A crush disse que tem interesse em mim',
b'Eu saindo do trabalho \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\nCrush me chamou pra jantar: \xf0\x9f\x98\x8d\xf0\x9f\x98\x84\xf0\x9f\x98\x99',
b'O curioso caso da menina que fica pior quando maltratam os amigos dela do que ela mesma',
b'Mentalizando aqui que n\xc3\xa3o posso chorar ainda. Ainda.',
b'Hoje eu t\xc3\xb4 t\xc3\xa3o feia que nem sei',
b'Mas tudo bem. Nem sempre estamos na melhor',
b'Pra que ter piercing no peito se ningu\xc3\xa9m vem passar a boca neste INFERNO\n\nT\xc3\xb4 braba',
b'N\xc3\xa3o vem compartilhar esse v\xc3\xaddeo da Record na minha tl que leva block na hora.\n\nEnviaram o bom senso no cu?',
b'Meu deus que alergia',
b'Eu acho sexy quando n\xc3\xa3o tem sinaleiro e fica os agentes de tr\xc3\xa2nsito bonit\xc3\xb5es l\xc3\xa1',
b'Pra qu\xc3\xaa fui falar no Amon?\n\nVoltou.',
b'Pelo menos uma conquista \xc3\xa9 lembrar que o Amon nunca mais voltou. Mas eu sei que ele me olha de longe.',
b'Hoje um monte de fator est\xc3\xbapido acumulou e fiquei mal no in\xc3\xadcio do dia. Mas tenho amizades muito quentinhas que fizeram minha noite feliz.',
b'Que bosta. Depois de tanto tempo esse cara ainda me faz mal.',
b'Eu tenho um enorme respeito pelas Ci\xc3\xaancias Sociais. L\xc3\xa1 encontrei uma forma de consolidar meu desejo de ajudar as pe\xe2\x80\xa6 https://t.co/jh4nQ2XUm8',
b'Eu fico feliz quando sou reconhecida nos trem',
b'Que se foda. Sempre fa\xc3\xa7o tudo errado.',
b'O mundo real s\xc3\xb3 me deixa triste.',
b'Acabei de notar um neg\xc3\xb3cio que me incomodou bastante',
b'Autoestima baixa at\xc3\xa9 nas amizades',
b'Uma coisa que me deixa puta da cara \xc3\xa9 me chamar de misteriosa. Eu t\xc3\xb4 aqui gritando o que eu sinto o tempo todo. O t\xe2\x80\xa6 https://t.co/rEkNGCYFQq',
b'Meu p\xc3\xa9 de girassol t\xc3\xa1 lindo. \nEu queria ser um solzinho.',
b'Ficar sem transar me deixa muito mal humorada',
b'Meninas que est\xc3\xa3o tristes e se masturbam pra conseguir al\xc3\xadvio moment\xc3\xa2neo e depois ficam tristes de novo',
b'Eu chorei tanto dentro do uber sexta que acho que ele ficou traumatizado',
"b'Amanh\xc3\xa3 tenho que fazer um bolo, gravar para o canal e corrigir reda\xc3\xa7\xc3\xb5es. Tenho que dar aula tamb\xc3\xa9m.'",
b'Conseguir esse aumento no meu sal\xc3\xa1rio foi lindo',
b'Quem que paga 200 conto em ta\xc3\xa7as???? T\xc3\xb4 de boa com meu copo de requeij\xc3\xa3o',
"b'Perder uma pessoa muito querida deixa a gente meio desnorteada. Mas decidi que vou me permitir viver e sentir isso,\xe2\x80\xa6 https://t.co/ri8wxmC4C4'",
b'Ontem eu passei mal por conta de um cliente',
b'T\xc3\xb4 muito estressada',
b'Fui liberada do trabalho at\xc3\xa9 segunda. Mas acho que vou ir porque n\xc3\xa3o tolero esse ambiente em que me encontro',
b'Meu deus eu n\xc3\xa3o consigo parar de chorar',
"b'Perder gente da fam\xc3\xadlia d\xc3\xb3i demais mesmo.. Mas obrigada por tudo, primo. Pelas risadas, pela milit\xc3\xa2ncia juntos por\xe2\x80\xa6 https://t.co/5tY0w52QHA'",
b'Perder gente da fam\xc3\xadlia d\xc3\xb3i demais mesmo..',
b'O pior dia do ano chegou. Eu t\xc3\xb4 arrebentada. Chorando no uber desesperada',
b'Porra eu era hippie hoje eu sou o hip hop',
b'Sou contra a posse e o porte de gados',
"b'Se voc\xc3\xaa espirra escandalosamente, tenho uma p\xc3\xa9ssima not\xc3\xadcia pra te dar\n\nVoc\xc3\xaa \xc3\xa9 corno\ne nazista. \n\nSai de perto de mim. Inferno.'",
"b'Bicho, fofoca maldosa faz o dia das pessoas mal demais. C\xc3\xaas \xc3\xa9 t\xc3\xa3o frustrado que n\xc3\xa3o consegue criar algo bom na vida\xe2\x80\xa6 https://t.co/Y14MNR4Hsw'",
b'Todo dia isso',
b'Pr\xc3\xb3xima pessoa que falar que eu sou misteriosa vai levar uma surra',
b'Gente ainda d\xc3\xa1 pra me ajudar a dar o presente da vida da minha vov\xc3\xb3!!! https://t.co/D4PcXvBkkf',"b'Lindinhos,\nAcabei de criar uma vaquinha online pra ajudar minha vov\xc3\xb3 a terminar a casinha que sempre sonhou, Mas es\xe2\x80\xa6 https://t.co/wkzO6PfMms'"
b'Triste',
"b'Aten\xc3\xa7\xc3\xa3o, amigos:\nSe sair uma manchete dizendo ""mulher explode de tanta vontade de dar""\n\nfui eu'",
b'Infelizmente n\xc3\xa3o sei esconder sentimentos e fiquei olhando pro cara gostoso do \xc3\xb4nibus babando e ele obviamente percebeu',
b'Vei a menina do trabalho vai levar feijoada pra mim\n\nFODASE ISSO \xc3\x89 AMIZADE DE VERDADE \n\nN\xc3\x83O ACEITEM MENOS \n\nme sinto AMADA neste INFERNO.',
b'TABELA DO CHORO\n\n\xc3\xb4nibus\xe2\x9c\x85\nescola\xe2\x9c\x85\nbanheiro\xe2\x9c\x85\nbar\xe2\x9c\x85\npraia\xe2\x9c\x85\nrua\xe2\x9c\x85\nigreja\xe2\x9c\x85\ncarro\xe2\x9c\x85\ncolo/joelho de algu\xc3\xa9m\xe2\x9c\x85\nat\xc3\xa9 dormir\xe2\x9c\x85\nmanda\xe2\x80\xa6 https://t.co/IgYMSLbtCV',
b'E eu que postei um v\xc3\xaddeo de batom mastigando um arroz almo\xc3\xa7ando de boas e o povo NOOOOSSA QUE GATAAA MEU DEUS\n\n????????????',
b'A instrutora passou e n\xc3\xa3o liberam a gente logo. Vou surtar. Tenho muita coisa pra fazer.',
b'Ainda estou pensando se uma parte maior de mim est\xc3\xa1 mesmo no inferno. Mas eu j\xc3\xa1 sei a resposta.',
b'Fui elogiada de novo por um cliente. T\xc3\xb4 feliz',
b'Pessoal do trabalho parece que tem 12 anos \xc3\xa0s vezes',
b'T\xc3\xb4 com fome',
b'Eu acho a proximidade dessa pessoa muito estranha comigo. Porque eu sei de uns breguetes. Mas n\xc3\xa3o posso falar. Eu tenho... medo?',
"b'Beleza, mas voc\xc3\xaa j\xc3\xa1 seguiu minhas redes sociais pra dar uma for\xc3\xa7a no meu trampo de arte?\nInsta: @euhaga.ta\nFb: /euhagata'",
b'T\xc3\xb4 com crise al\xc3\xa9rgica. \nQueria que cada espirro que eu dou fosse convertido em um tap\xc3\xa3o dele na minha bunda',
b'Falei que recebi um elogio de um cliente fofo? Incr\xc3\xadvel como essas coisas mudam o dia da gente.',
"b'N\xc3\xa9 por nada n\xc3\xa3o, mas eu cozinho bem demais'",
b'Que digital influencer o que\nVai fazer um senai porra',
"b'Bicho, n\xc3\xa3o atrapalha meu sono. N\xc3\xa3o atrapalha, cara. \xc3\x89 o \xc3\xbanico momento de paz do meu dia. N\xc3\xa3o faz isso. T\xc3\xb4 puta da cara.'",
b'Eu n\xc3\xa3o gosto de papo de falar mal da apar\xc3\xaancia das pessoas. \xc3\x89 est\xc3\xbapido',
b'Acordo \xc3\xa0s 5 amanh\xc3\xa3. O vizinho t\xc3\xa1 com um som t\xc3\xa3o alto....',
b'A minha educadora disse que eu sou sens\xc3\xadvel e competente e agora eu t\xc3\xb4 aqui quentinha',
"b'Lindinhos,\nAcabei de criar uma vaquinha online pra ajudar minha vov\xc3\xb3 a terminar a casinha que sempre sonhou, Mas es\xe2\x80\xa6 https://t.co/wkzO6PfMms'",
b'Hoje eu senti vontade de mandar mensagem fofinha e eu mandei\n\nAdoro gente boa.',
b'J\xc3\xa1 t\xc3\xb4 brava',
b'O cara t\xc3\xa1 chorando no spotted porque quer ir pro Carnaval conversar com as mulheres sobre LIVRE MERCADO e quando el\xe2\x80\xa6 https://t.co/n1OSgLKJF6',
b'Assuntos relacionados ao meu pai me deixam mal demais. \xc3\x89 horr\xc3\xadvel sentir isso. A pior coisa do mundo',
"b'Hoje uma cliente me xingou tanto, mas tanto \n\nMas tanto'",
b'Que c\xc3\xb3lica terrivellll',
b'Halsey\nArctic Monkeys\nGnash\nAurora\nTwenty one pilots \nAmy Winehouse https://t.co/H7mlt1lPZV',b'FA\xc3\x87A UM FESTIVAL DE M\xc3\x9aSICA COM AS LETRAS DO SEU NOME\n\nRage Against the Machine\nEminem\nNelly Furtado\nAudioslave\nNo D\xe2\x80\xa6 https://t.co/QxPX44pjbI'
b'Pra mim o auge do dia foi as meninas do trabalho falando que sentem tes\xc3\xa3o em cagar',
b'Bicho eu odeio que d\xc3\xa1 aqueles espirros altos que mais parecem gritos perto de mim.\nSobe uma raiva inexplic\xc3\xa1vel',
b'Boa noite amigos\n\nQueria estar mamando as bolas do menino que eu gosto',
b'Todo dia um texto doloroso diferente',
b'Postei um texto sobre estupidez',
"b'Eu: a\nCasal aleat\xc3\xb3rio querendo menage: NOSSA , GOSTAMOS DE VC........'",
b'Acordar com o dinheiro na conta \xc3\xa9 lindo',
b'Eu chorei tanto vendo o final de The Good Place. Mas tanto. Foi uma dor inexplic\xc3\xa1vel. Muito pra mim',
"b'Saciei meu tes\xc3\xa3o, estou feliz e menos reclamona agora'",
b'Deus do c\xc3\xa9u eu preciso dar\n\nEu vo morrer',
"b'Mano, 1 milh\xc3\xa3o de motivos pra xingar a pessoa\nE voc\xc3\xaa vai criticar a apar\xc3\xaancia dela\n\nAh n\xc3\xa3o \nT\xc3\xb4 braba de novo j\xc3\xa1'",
b'T\xc3\xb4 muito triste e com o cora\xc3\xa7\xc3\xa3o doendo. Vou ver v\xc3\xaddeos de espinhas gigantes pra ficar feliz.',
b'Eu acho que isso n\xc3\xa3o \xc3\xa9 pra mim. Eu s\xc3\xb3 vou ser sempre uma bolinha quente e escura de sentimentos confusos que se aco\xe2\x80\xa6 https://t.co/IPhABXR3k2',
"b'Eu tenho vontade de namorar, mas a\xc3\xad eu penso no trampo que d\xc3\xa1 encontrar algu\xc3\xa9m legal que n\xc3\xa3o v\xc3\xa1 te machucar e cagar\xe2\x80\xa6 https://t.co/W5u4fKCUnX'",
"b'Ah, tem umas conversas de merda que eu n\xc3\xa3o tenho paci\xc3\xaancia'",
b'Dei match em uma melhor amiga que n\xc3\xa3o via h\xc3\xa1 treze anos.\nMeu deus....',
b'\xc3\x80s vezes no sil\xc3\xaancio da noite eu lembro do v\xc3\xaddeo do Pattinson beijando a mulher no elevador e gozo sozinha',
b'Madrugadas me deixam pensativa e triste demais. \xc3\x89 medo demais pra um serzinho t\xc3\xa3o pequeno. Eu s\xc3\xb3 quero ser uma huma\xe2\x80\xa6 https://t.co/pGazLHiD3K',
b'04:09 pensando em sobre como eu sou uma pessoa ruim',
b'04:07 tentando n\xc3\xa3o chorar e j\xc3\xa1 chorando pensando em coisa ruim e me martirizando como sempre',
b'Deitei \xc3\xa0s 18 e acordei agora',
"b'Meu tes\xc3\xa3o acumulado vai me fazer  transar com qualquer um, T\xc3\xb4 at\xc3\xa9 vendo'",
b'Tem uma mina aqui que eu sentaria na cara dela 24h por dia',
b'Baixei o tinder',
"b'Queridos,\nMeus hor\xc3\xa1rios de aulas particulares est\xc3\xa3o completamente preenchidos at\xc3\xa9 o final do semestre.'",
b'J\xc3\xa1 consegui estragar minha unha. T\xc3\xb4 braba',
b'A paranoia de que todo mundo me odeia me persegue',
"b'Cara, se voc\xc3\xaa coloca banana na pizza voc\xc3\xaa j\xc3\xa1 t\xc3\xa1 errado. Fala comigo n\xc3\xa3o.'",
b'\xc3\x89 muito doido esse lance da gente sentir que vai ficar menstruada.',
"b'Boa noite fam\xc3\xadlia passei no exame psicot\xc3\xa9cnico, um passo a menos pra eu pegar minha motinha e rasgar esse Uberl\xc3\xa2ndia inteiro'",
b'T\xc3\xb4 na autoescola e tem um cara do meu lado aqui que t\xc3\xa1 pensando que aqui funciona como uma prova que elimina todo mundo e s\xc3\xb3 tem um vencedor',
"b'FALA, GALERINHA. \n\nVoltando ao ritmo dos vestibulares UFU e Enem. Tenho os \xc3\xbaltimos hor\xc3\xa1rios dispon\xc3\xadveis para aulas\xe2\x80\xa6 https://t.co/in8Mbh5Xcy'",
b'Um carro bateu num \xc3\xb4nibus aqui na frente do terminal e o parachoque dele ficou todo grudado na traseira do \xc3\xb4nibus.\xe2\x80\xa6 https://t.co/VQKBJMd3LY',
b'As m\xc3\xbasicas de Lucifer s\xc3\xa3o tudo pra mim',
b'Oh lord. \nTerr\xc3\xadvel acordar cedo. Mas seguimos',
